,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Type
2353,6.0,0.28,0.35,1.9,0.037,16.0,120.0,0.9933,3.16,0.69,10.6,5,White Wine
2866,6.0,0.38,0.26,6.0,0.034,42.0,134.0,0.9912,3.38,0.38,12.3,7,White Wine
3027,6.3,0.39,0.08,1.7,0.066,3.0,20.0,0.9954,3.34,0.58,9.4,5,Red Wine
4383,10.2,0.34,0.48,2.1,0.052,5.0,9.0,0.99458,3.2,0.69,12.1,7,Red Wine
1990,6.5,0.24,0.29,8.2,0.043,32.0,156.0,0.99453,3.13,0.7,10.1,6,White Wine
1381,9.1,0.68,0.11,2.8,0.093,11.0,44.0,0.99888,3.31,0.55,9.5,6,Red Wine
4893,6.9,0.28,0.24,2.1,0.034,49.0,121.0,0.98882,2.98,0.43,13.2,7,White Wine
6372,5.1,0.23,0.18,1.0,0.053,13.0,99.0,0.98956,3.22,0.39,11.5,5,White Wine
5029,7.9,0.33,0.28,31.6,0.053,35.0,176.0,1.0103,3.15,0.38,8.8,6,White Wine
2684,7.9,0.29,0.31,7.35,0.034,37.0,154.0,0.9938,3.06,0.31,10.8,5,White Wine
2221,7.8,0.4,0.49,7.8,0.06,34.0,162.0,0.9966,3.26,0.58,11.3,6,White Wine
80,7.1,0.28,0.26,2.8,0.039,50.0,118.0,0.9908,3.06,0.59,11.2,6,White Wine
4690,8.1,0.5,0.47,1.1,0.037,23.0,126.0,0.9938,3.21,0.42,10.9,5,White Wine
209,8.6,0.8,0.11,2.3,0.084,12.0,31.0,0.9979,3.4,0.48,9.9,5,Red Wine
1185,8.9,0.33,0.34,1.4,0.056,14.0,171.0,0.9946,3.13,0.47,9.7,5,White Wine
474,7.1,0.53,0.07,1.7,0.071,15.0,24.0,0.9951,3.29,0.66,10.8,6,Red Wine
5079,6.6,0.25,0.41,7.4,0.043,29.0,151.0,0.9946,3.15,0.6,10.2,7,White Wine
3178,7.7,0.96,0.2,2.0,0.047,15.0,60.0,0.9955,3.36,0.44,10.9,5,Red Wine
306,7.4,0.24,0.4,4.3,0.032,9.0,95.0,0.992,3.09,0.39,11.1,6,White Wine
3577,5.0,0.38,0.01,1.6,0.048,26.0,60.0,0.99084,3.7,0.75,14.0,6,Red Wine
4112,8.3,0.41,0.51,2.0,0.046,11.0,207.0,0.993,3.02,0.55,11.4,5,White Wine
3669,7.6,0.685,0.23,2.3,0.111,20.0,84.0,0.9964,3.21,0.61,9.3,5,Red Wine
1325,7.2,0.835,0.0,2.0,0.166,4.0,11.0,0.99608,3.39,0.52,10.0,5,Red Wine
4524,7.7,0.43,1.0,19.95,0.032,42.0,164.0,0.99742,3.29,0.5,12.0,6,White Wine
2197,9.0,0.58,0.25,2.0,0.104,8.0,21.0,0.99769,3.27,0.72,9.6,5,Red Wine
3118,7.4,0.26,0.32,3.7,0.032,29.0,193.0,0.99134,3.1,0.67,12.5,6,White Wine
5490,8.7,0.23,0.32,13.4,0.044,35.0,169.0,0.99975,3.12,0.47,8.8,7,White Wine
1515,3.8,0.31,0.02,11.1,0.036,20.0,114.0,0.99248,3.75,0.44,12.4,6,White Wine
4826,5.7,0.25,0.21,1.5,0.044,21.0,108.0,0.99142,3.3,0.59,11.0,6,White Wine
5380,6.8,0.24,0.34,5.1,0.038,31.0,99.0,0.9921,3.24,0.46,11.8,6,White Wine
4646,6.2,0.16,0.32,1.1,0.036,74.0,184.0,0.99096,3.22,0.41,11.0,6,White Wine
5453,5.0,0.33,0.23,11.8,0.03,23.0,158.0,0.99322,3.41,0.64,11.8,6,White Wine
1609,6.5,0.22,0.25,17.1,0.05,44.0,138.0,1.0001,3.3,0.37,8.8,5,White Wine
2374,5.3,0.24,0.33,1.3,0.033,25.0,97.0,0.9906,3.59,0.38,11.0,8,White Wine
291,6.6,0.21,0.29,5.35,0.029,43.0,106.0,0.99112,2.93,0.43,11.5,7,White Wine
3084,6.9,0.46,0.2,0.9,0.054,5.0,126.0,0.992,3.1,0.42,10.4,6,White Wine
2693,6.3,0.24,0.29,13.7,0.035,53.0,134.0,0.99567,3.17,0.38,10.6,6,White Wine
991,7.2,0.2,0.31,10.0,0.054,49.0,165.0,0.997,3.4,0.42,9.9,6,White Wine
3128,5.0,0.33,0.16,1.5,0.049,10.0,97.0,0.9917,3.48,0.44,10.7,6,White Wine
5916,6.2,0.36,0.45,10.4,0.06,22.0,184.0,0.99711,3.31,0.56,9.8,6,White Wine
1234,8.1,0.36,0.59,13.6,0.051,60.0,134.0,0.99886,2.96,0.39,8.7,5,White Wine
5054,6.3,0.19,0.29,2.0,0.022,33.0,96.0,0.98902,3.04,0.54,12.8,7,White Wine
729,7.3,0.4,0.26,5.45,0.016,26.0,90.0,0.98951,2.84,0.54,13.2,7,White Wine
3036,8.3,0.65,0.1,2.9,0.089,17.0,40.0,0.99803,3.29,0.55,9.5,5,Red Wine
1251,10.8,0.26,0.45,3.3,0.06,20.0,49.0,0.9972,3.13,0.54,9.6,5,Red Wine
5996,8.2,0.23,0.49,0.9,0.057,15.0,73.0,0.9928,3.07,0.38,10.4,6,White Wine
1039,6.3,0.29,0.23,14.2,0.037,24.0,99.0,0.99528,3.08,0.38,10.6,6,White Wine
351,7.1,0.28,0.26,1.9,0.049,12.0,86.0,0.9934,3.15,0.38,9.4,5,White Wine
6063,6.5,0.39,0.23,5.4,0.051,25.0,149.0,0.9934,3.24,0.35,10.0,5,White Wine
291,6.6,0.21,0.29,5.35,0.029,43.0,106.0,0.99112,2.93,0.43,11.5,7,White Wine
5627,6.1,0.21,0.4,1.4,0.066,40.5,165.0,0.9912,3.25,0.59,11.9,6,Red Wine
4862,6.2,0.22,0.28,2.2,0.04,24.0,125.0,0.9917,3.19,0.48,10.5,6,White Wine
607,5.9,0.5,0.05,2.6,0.054,36.0,146.0,0.9948,3.43,0.5,9.2,6,White Wine
6283,7.1,0.12,0.3,3.1,0.018,15.0,37.0,0.99004,3.02,0.52,11.9,7,White Wine
153,7.9,0.65,0.01,2.5,0.078,17.0,38.0,0.9963,3.34,0.74,11.7,7,Red Wine
3680,8.5,0.25,0.31,2.8,0.032,11.0,61.0,0.99189,3.06,0.44,11.5,6,White Wine
5180,11.6,0.42,0.53,3.3,0.105,33.0,98.0,1.001,3.2,0.95,9.2,5,Red Wine
4579,6.1,0.53,0.08,1.9,0.077,24.0,45.0,0.99528,3.6,0.68,10.3,6,Red Wine
4186,6.6,0.29,0.73,2.2,0.027,21.0,92.0,0.99,3.12,0.48,12.4,6,White Wine
1843,7.1,0.14,0.4,1.2,0.051,55.0,136.0,0.9932,3.3,0.96,9.8,7,White Wine
2938,6.8,0.26,0.46,8.3,0.037,49.0,173.0,0.99601,3.17,0.47,9.3,5,White Wine
478,6.8,0.17,0.34,2.0,0.04,38.0,111.0,0.99,3.24,0.45,12.9,6,White Wine
4164,7.1,0.53,0.24,0.8,0.029,29.0,86.0,0.993,3.16,0.32,9.1,4,White Wine
5035,6.9,0.3,0.29,1.3,0.053,24.0,189.0,0.99362,3.29,0.54,9.9,4,White Wine
6414,6.6,0.36,0.52,11.3,0.046,8.0,110.0,0.9966,3.07,0.46,9.4,5,White Wine
261,7.1,0.42,0.2,2.8,0.038,28.0,109.0,0.98968,3.23,0.47,13.4,6,White Wine
3040,9.4,0.24,0.33,2.3,0.061,52.0,73.0,0.99786,3.47,0.9,10.2,6,Red Wine
6272,7.1,0.47,0.0,2.2,0.067,7.0,14.0,0.99517,3.4,0.58,10.9,4,Red Wine
6318,7.2,0.18,0.31,1.1,0.045,20.0,73.0,0.9925,3.32,0.4,10.8,7,White Wine
4356,6.4,0.26,0.3,2.2,0.025,33.0,134.0,0.992,3.21,0.47,10.6,6,White Wine
4925,6.5,0.18,0.41,14.2,0.039,47.0,129.0,0.99678,3.28,0.72,10.3,7,White Wine
5883,7.0,0.61,0.26,1.7,0.051,25.0,161.0,0.9946,3.36,0.6,10.6,4,White Wine
5332,7.3,0.67,0.26,1.8,0.401,16.0,51.0,0.9969,3.16,1.14,9.4,5,Red Wine
2610,6.8,0.26,0.33,1.5,0.047,44.0,167.0,0.9928,3.12,0.44,10.5,6,White Wine
383,6.0,0.32,0.33,9.9,0.032,22.0,90.0,0.99258,3.1,0.43,12.1,7,White Wine
5231,11.6,0.32,0.55,2.8,0.081,35.0,67.0,1.0002,3.32,0.92,10.8,7,Red Wine
615,5.8,0.34,0.16,7.0,0.037,26.0,116.0,0.9949,3.46,0.45,10.0,7,White Wine
4110,6.8,0.24,0.29,2.0,0.044,15.0,96.0,0.99232,3.23,0.64,10.4,8,White Wine
1207,8.3,0.26,0.41,9.2,0.042,41.0,162.0,0.9944,3.1,0.38,12.0,7,White Wine
3781,9.0,0.82,0.05,2.4,0.081,26.0,96.0,0.99814,3.36,0.53,10.0,5,Red Wine
5516,6.4,0.23,0.26,8.1,0.054,47.0,181.0,0.9954,3.12,0.49,9.4,5,White Wine
515,7.7,0.42,0.38,8.1,0.061,49.0,144.0,0.9966,3.4,0.58,11.0,6,White Wine
1840,7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,7,White Wine
1701,9.3,0.655,0.26,2.0,0.096,5.0,35.0,0.99738,3.25,0.42,9.6,5,Red Wine
4882,6.5,0.33,0.28,6.1,0.018,41.0,103.0,0.99122,3.24,0.32,12.2,6,White Wine
1225,6.6,0.31,0.37,6.2,0.052,13.0,164.0,0.99602,3.24,0.39,8.8,4,White Wine
6308,6.5,0.39,0.81,1.2,0.217,14.0,74.0,0.9936,3.08,0.53,9.5,5,White Wine
4720,7.4,0.28,0.3,5.3,0.054,44.0,161.0,0.9941,3.12,0.48,10.3,6,White Wine
67,7.3,0.28,0.35,1.6,0.054,31.0,148.0,0.99178,3.18,0.47,10.7,5,White Wine
4848,6.4,0.3,0.38,7.8,0.046,35.0,192.0,0.9955,3.1,0.37,9.0,5,White Wine
5253,6.0,0.18,0.27,1.5,0.089,40.0,143.0,0.9923,3.49,0.62,10.8,6,White Wine
4671,6.6,0.2,0.27,10.9,0.038,29.0,130.0,0.99496,3.11,0.44,10.5,7,White Wine
200,8.5,0.28,0.56,1.8,0.092,35.0,103.0,0.9969,3.3,0.75,10.5,7,Red Wine
2449,7.5,0.27,0.34,2.3,0.05,4.0,8.0,0.9951,3.4,0.64,11.0,7,Red Wine
5482,7.5,0.29,0.24,9.9,0.058,25.0,115.0,0.99567,3.15,0.46,10.9,5,White Wine
3942,6.8,0.3,0.27,11.6,0.028,22.0,97.0,0.99314,2.96,0.38,11.7,6,White Wine
5231,11.6,0.32,0.55,2.8,0.081,35.0,67.0,1.0002,3.32,0.92,10.8,7,Red Wine
3543,6.5,0.35,0.31,10.2,0.069,58.0,170.0,0.99692,3.18,0.49,9.4,5,White Wine
3060,7.0,0.69,0.08,1.8,0.0969999999999999,22.0,89.0,0.9959,3.34,0.54,9.2,6,Red Wine
1475,6.9,0.635,0.17,2.4,0.241,6.0,18.0,0.9961,3.4,0.59,10.3,6,Red Wine
5735,8.0,0.55,0.42,12.6,0.211,37.0,213.0,0.9988,2.99,0.56,9.3,5,White Wine
3587,6.8,0.19,0.71,17.5,0.042,21.0,114.0,0.99784,2.85,0.5,9.5,6,White Wine
1771,6.9,0.56,0.26,10.9,0.06,55.0,193.0,0.9969,3.21,0.44,9.4,5,White Wine
3653,7.7,0.39,0.49,7.7,0.036,11.0,110.0,0.9966,3.33,0.76,10.0,6,White Wine
4780,5.8,0.28,0.27,2.6,0.054,30.0,156.0,0.9914,3.53,0.42,12.4,5,White Wine
4649,6.2,0.3,0.33,3.5,0.037,37.0,155.0,0.98987,3.18,0.37,12.4,6,White Wine
4395,6.5,0.15,0.32,1.3,0.036,19.0,76.0,0.98964,3.18,0.41,12.3,6,White Wine
2020,6.1,0.33,0.32,7.8,0.052,52.0,183.0,0.99657,3.39,0.65,9.5,5,White Wine
2127,6.9,0.29,0.16,6.8,0.034,65.0,212.0,0.9955,3.08,0.39,9.0,6,White Wine
862,9.3,0.39,0.4,2.6,0.073,10.0,26.0,0.9984,3.34,0.75,10.2,6,Red Wine
3456,6.4,0.28,0.22,12.8,0.039,51.0,150.0,0.99535,3.23,0.43,10.7,6,White Wine
3728,7.5,0.34,0.35,6.0,0.034,12.0,126.0,0.9924,3.16,0.39,12.0,7,White Wine
502,9.4,0.29,0.55,2.2,0.05,17.0,119.0,0.9962,3.12,0.69,10.3,4,White Wine
2209,7.3,0.29,0.37,8.3,0.044,45.0,227.0,0.9966,3.12,0.47,9.0,5,White Wine
173,6.8,0.28,0.4,22.0,0.048,48.0,167.0,1.001,2.93,0.5,8.7,5,White Wine
4679,7.6,0.345,0.26,1.9,0.043,15.0,134.0,0.9936,3.08,0.38,9.5,5,White Wine
1105,11.5,0.35,0.49,3.3,0.07,10.0,37.0,1.0003,3.32,0.91,11.0,6,Red Wine
3493,6.8,0.16,0.18,1.8,0.046,31.0,114.0,0.99226,3.27,0.55,10.8,6,White Wine
5414,7.5,0.52,0.4,2.2,0.06,12.0,20.0,0.99474,3.26,0.64,11.8,6,Red Wine
4131,7.4,0.26,0.37,9.4,0.047,42.0,147.0,0.9982,3.46,0.72,10.0,5,White Wine
5425,7.2,0.44,0.28,3.4,0.048,22.0,112.0,0.99188,3.21,0.37,11.3,7,White Wine
4305,6.8,0.15,0.41,12.9,0.044,79.5,183.0,0.99742,3.24,0.78,10.2,6,White Wine
527,6.9,0.615,0.42,12.0,0.067,24.0,131.0,0.99727,3.19,0.34,9.3,5,White Wine
6198,6.2,0.23,0.36,17.2,0.039,37.0,130.0,0.99946,3.23,0.43,8.8,6,White Wine
2602,8.0,0.24,0.36,1.5,0.047,17.0,129.0,0.9948,3.2,0.54,10.0,6,White Wine
4441,7.2,0.24,0.29,2.2,0.037,37.0,102.0,0.992,3.27,0.64,11.0,7,White Wine
3400,8.2,0.885,0.2,1.4,0.086,7.0,31.0,0.9946,3.11,0.46,10.0,5,Red Wine
4781,6.8,0.27,0.26,16.1,0.049,55.0,196.0,0.9984,3.15,0.5,9.3,5,White Wine
2989,6.7,0.45,0.3,5.3,0.036,27.0,165.0,0.99122,3.12,0.46,12.2,6,White Wine
2191,8.1,0.29,0.36,2.2,0.048,35.0,53.0,0.995,3.27,1.01,12.4,7,Red Wine
5359,8.1,0.785,0.52,2.0,0.122,37.0,153.0,0.9969,3.21,0.69,9.3,5,Red Wine
3194,7.1,0.26,0.31,2.2,0.044,29.0,128.0,0.9937,3.34,0.64,10.9,8,White Wine
3435,6.5,0.24,0.19,1.2,0.041,30.0,111.0,0.99254,2.99,0.46,9.4,6,White Wine
3812,8.5,0.17,0.74,3.6,0.05,29.0,128.0,0.9928,3.28,0.4,12.4,6,White Wine
4387,6.4,0.31,0.31,12.9,0.045,55.0,161.0,0.99546,3.02,0.59,10.2,5,White Wine
2156,8.0,0.14,0.33,1.2,0.045,71.0,162.0,0.9914,3.07,0.47,11.0,6,White Wine
1848,7.2,0.35,0.26,1.8,0.083,33.0,75.0,0.9968,3.4,0.58,9.5,6,Red Wine
2945,7.5,0.41,0.23,14.8,0.054,28.0,174.0,0.99898,3.18,0.49,9.7,5,White Wine
4023,5.8,0.19,0.49,4.9,0.04,44.0,118.0,0.9935,3.34,0.38,9.5,7,White Wine
92,5.4,0.24,0.18,2.3,0.05,22.0,145.0,0.99207,3.24,0.46,10.3,5,White Wine
1277,6.4,0.57,0.12,2.3,0.12,25.0,36.0,0.99519,3.47,0.71,11.3,7,Red Wine
5289,9.0,0.82,0.14,2.6,0.089,9.0,23.0,0.9984,3.39,0.63,9.8,5,Red Wine
3314,7.1,0.34,0.2,6.1,0.063,47.0,164.0,0.9946,3.17,0.42,10.0,5,White Wine
514,7.9,0.29,0.36,11.1,0.033,43.0,208.0,0.9969,3.14,0.46,10.3,5,White Wine
2190,6.8,0.52,0.26,5.7,0.038,27.0,130.0,0.99,3.11,0.27,13.0,7,White Wine
3352,6.4,0.27,0.19,2.0,0.084,21.0,191.0,0.99516,3.49,0.63,9.6,4,White Wine
5080,6.4,0.33,0.44,8.9,0.055,52.0,164.0,0.99488,3.1,0.48,9.6,5,White Wine
3562,7.7,0.26,0.26,2.0,0.052,19.0,77.0,0.9951,3.15,0.79,10.9,6,Red Wine
1023,7.4,0.31,0.26,8.6,0.048,47.0,206.0,0.9964,3.26,0.36,9.1,5,White Wine
1925,5.3,0.4,0.25,3.9,0.031,45.0,130.0,0.99072,3.31,0.58,11.75,7,White Wine
6243,7.0,0.16,0.25,14.3,0.044,27.0,149.0,0.998,2.91,0.46,9.2,6,White Wine
123,6.9,0.4,0.56,11.2,0.043,40.0,142.0,0.9975,3.14,0.46,8.7,5,White Wine
2339,6.8,0.2,0.38,4.7,0.04,27.0,103.0,0.994,3.37,0.58,10.7,6,White Wine
1953,7.7,0.26,0.34,6.4,0.05,36.0,163.0,0.9937,3.19,0.7,11.5,6,White Wine
2266,6.0,0.28,0.29,19.3,0.051,36.0,174.0,0.99911,3.14,0.5,9.0,5,White Wine
1228,7.4,0.16,0.49,1.2,0.055,18.0,150.0,0.9917,3.23,0.47,11.2,6,White Wine
3950,6.1,0.24,0.32,9.0,0.031,41.0,134.0,0.99234,3.25,0.26,12.3,7,White Wine
1448,7.1,0.4,0.52,1.3,0.148,45.0,149.0,0.99468,3.08,0.56,8.7,5,White Wine
3173,6.5,0.29,0.3,9.15,0.051,25.0,166.0,0.99339,3.24,0.56,11.35,6,White Wine
1039,6.3,0.29,0.23,14.2,0.037,24.0,99.0,0.99528,3.08,0.38,10.6,6,White Wine
1949,6.5,0.22,0.34,12.0,0.053,55.0,177.0,0.9983,3.52,0.44,9.9,6,White Wine
3222,6.1,0.28,0.27,4.7,0.03,56.0,140.0,0.99042,3.16,0.42,12.5,8,White Wine
123,6.9,0.4,0.56,11.2,0.043,40.0,142.0,0.9975,3.14,0.46,8.7,5,White Wine
742,7.0,0.43,0.3,2.0,0.085,6.0,39.0,0.99346,3.33,0.46,11.9,6,Red Wine
4099,9.0,0.45,0.49,2.6,0.084,21.0,75.0,0.9987,3.35,0.57,9.7,5,Red Wine
1625,8.3,0.49,0.36,1.8,0.222,6.0,16.0,0.998,3.18,0.6,9.5,6,Red Wine
3919,7.1,0.31,0.25,11.2,0.048,32.0,136.0,0.99663,3.14,0.4,9.5,5,White Wine
217,7.1,0.28,0.19,7.8,0.04,48.0,184.0,0.99579,3.16,0.5,9.4,5,White Wine
2755,6.5,0.38,0.26,5.2,0.042,33.0,112.0,0.99067,3.06,0.5,12.3,7,White Wine
2285,7.0,0.27,0.41,18.75,0.042,34.0,157.0,1.0002,2.96,0.5,9.1,5,White Wine
5012,6.0,0.16,0.36,1.6,0.042,13.0,61.0,0.99143,3.22,0.54,10.8,6,White Wine
1977,5.7,0.15,0.28,3.7,0.045,57.0,151.0,0.9913,3.22,0.27,11.2,6,White Wine
5308,7.4,0.18,0.24,1.4,0.047,21.0,106.0,0.99383,3.52,0.64,10.5,7,White Wine
3820,6.9,0.38,0.29,13.65,0.048,52.0,189.0,0.99784,3.0,0.6,9.5,6,White Wine
4375,8.6,0.315,0.4,2.2,0.079,3.0,6.0,0.99512,3.27,0.67,11.9,6,Red Wine
1879,7.1,0.67,0.0,2.3,0.083,18.0,27.0,0.99768,3.44,0.54,9.4,5,Red Wine
6083,7.0,0.69,0.0,1.9,0.114,3.0,10.0,0.99636,3.35,0.6,9.7,6,Red Wine
5769,8.9,0.565,0.34,3.0,0.093,16.0,112.0,0.9998,3.38,0.61,9.5,5,Red Wine
2462,7.2,0.27,0.27,2.4,0.048,30.0,149.0,0.9936,3.1,0.51,9.2,6,White Wine
2447,6.7,0.34,0.26,1.9,0.038,58.0,138.0,0.9893,3.0,0.47,12.2,7,White Wine
4736,7.9,0.21,0.39,2.0,0.057,21.0,138.0,0.99176,3.05,0.52,10.9,5,White Wine
1487,5.3,0.58,0.07,6.9,0.043,34.0,149.0,0.9944,3.34,0.57,9.7,5,White Wine
4007,6.1,0.17,0.42,15.1,0.033,28.0,124.0,0.99684,2.87,0.47,9.5,5,White Wine
6426,6.3,0.29,0.28,4.7,0.059,28.0,81.0,0.99036,3.24,0.56,12.7,8,White Wine
3544,10.0,0.73,0.43,2.3,0.059,15.0,31.0,0.9966,3.15,0.57,11.0,5,Red Wine
5437,7.4,0.49,0.24,15.1,0.03,34.0,153.0,0.9953,3.13,0.51,12.0,7,White Wine
2674,6.4,0.26,0.24,6.4,0.04,27.0,124.0,0.9903,3.22,0.49,12.6,7,White Wine
4098,6.8,0.27,0.28,7.8,0.038,26.0,89.0,0.9915,3.24,0.34,12.5,6,White Wine
1225,6.6,0.31,0.37,6.2,0.052,13.0,164.0,0.99602,3.24,0.39,8.8,4,White Wine
2425,5.7,0.265,0.28,6.9,0.036,46.0,150.0,0.99299,3.36,0.44,10.8,7,White Wine
3746,6.9,0.24,0.35,1.0,0.052,35.0,146.0,0.993,3.45,0.44,10.0,6,White Wine
4896,8.2,0.24,0.3,2.3,0.05,23.0,106.0,0.99397,2.98,0.5,10.0,5,White Wine
1621,6.7,0.27,0.3,13.9,0.029,34.0,131.0,0.9953,3.36,0.5,12.0,7,White Wine
5698,6.5,0.37,0.3,2.2,0.033,39.0,107.0,0.98894,3.22,0.53,13.5,7,White Wine
700,9.2,0.23,0.35,10.7,0.037,34.0,145.0,0.9981,3.09,0.32,9.7,5,White Wine
29,7.3,0.25,0.28,1.5,0.043,19.0,113.0,0.99338,3.38,0.56,10.1,6,White Wine
1032,7.9,0.43,0.21,1.6,0.106,10.0,37.0,0.9966,3.17,0.91,9.5,5,Red Wine
1108,5.4,0.185,0.19,7.1,0.048,36.0,110.0,0.99438,3.26,0.41,9.5,6,White Wine
2041,7.4,0.2,0.37,16.95,0.048,43.0,190.0,0.9995,3.03,0.42,9.2,6,White Wine
2784,7.4,0.66,0.0,1.8,0.075,13.0,40.0,0.9978,3.51,0.56,9.4,5,Red Wine
1081,6.7,0.12,0.3,5.2,0.048,38.0,113.0,0.99352,3.33,0.44,10.1,7,White Wine
6400,7.6,0.645,0.03,1.9,0.086,14.0,57.0,0.9969,3.37,0.46,10.3,5,Red Wine
2997,4.4,0.54,0.09,5.1,0.038,52.0,97.0,0.99022,3.41,0.4,12.2,7,White Wine
3822,6.9,0.14,0.29,9.9,0.056,30.0,91.0,0.99512,3.19,0.33,9.9,6,White Wine
5363,7.7,0.12,0.32,1.4,0.06,47.0,150.0,0.9952,3.37,0.42,9.2,6,White Wine
3786,8.5,0.15,0.49,1.5,0.031,17.0,122.0,0.9932,3.03,0.4,10.3,6,White Wine
5507,9.9,0.27,0.49,5.0,0.0819999999999999,9.0,17.0,0.99484,3.19,0.52,12.5,7,Red Wine
6254,5.5,0.42,0.09,1.6,0.019,18.0,68.0,0.9906,3.33,0.51,11.4,7,White Wine
5441,6.0,0.19,0.37,9.7,0.032,17.0,50.0,0.9932,3.08,0.66,12.0,6,White Wine
1433,6.3,0.3,0.34,1.6,0.049,14.0,132.0,0.994,3.3,0.49,9.5,6,White Wine
5516,6.4,0.23,0.26,8.1,0.054,47.0,181.0,0.9954,3.12,0.49,9.4,5,White Wine
2620,6.3,0.3,0.48,7.4,0.053,34.0,149.0,0.99472,3.18,0.53,9.8,5,White Wine
6218,7.0,0.16,0.26,6.85,0.047,30.0,220.0,0.99622,3.38,0.58,10.1,6,White Wine
697,7.6,0.39,0.31,2.3,0.0819999999999999,23.0,71.0,0.9982,3.52,0.65,9.7,5,Red Wine
3478,7.1,0.735,0.16,1.9,0.1,15.0,77.0,0.9966,3.27,0.64,9.3,5,Red Wine
1901,6.8,0.17,0.34,2.0,0.04,38.0,111.0,0.99,3.24,0.45,12.9,6,White Wine
1080,6.4,0.24,0.32,0.95,0.041,23.0,131.0,0.99033,3.25,0.35,11.8,5,White Wine
1074,6.3,0.68,0.01,3.7,0.103,32.0,54.0,0.99586,3.51,0.66,11.3,6,Red Wine
5231,11.6,0.32,0.55,2.8,0.081,35.0,67.0,1.0002,3.32,0.92,10.8,7,Red Wine
288,8.2,0.18,0.38,1.1,0.04,41.0,92.0,0.99062,2.88,0.6,12.0,6,White Wine
1828,11.5,0.18,0.51,4.0,0.104,4.0,23.0,0.9996,3.28,0.97,10.1,6,Red Wine
2505,5.4,0.415,0.19,1.6,0.039,27.0,88.0,0.99265,3.54,0.41,10.0,7,White Wine
3187,7.0,0.23,0.26,7.2,0.041,21.0,90.0,0.99509,3.22,0.55,9.5,6,White Wine
5345,8.1,0.26,0.3,7.8,0.049,39.0,152.0,0.9954,2.99,0.58,10.0,6,White Wine
5411,7.0,0.13,0.37,12.85,0.042,36.0,105.0,0.99581,3.05,0.55,10.7,6,White Wine
1513,6.7,0.31,0.44,6.7,0.054,29.0,160.0,0.9952,3.04,0.44,9.6,5,White Wine
4613,7.6,0.27,0.33,2.0,0.059,19.0,175.0,0.9944,3.22,0.56,9.9,5,White Wine
222,6.8,0.24,0.31,18.3,0.046,40.0,142.0,1.0,3.3,0.41,8.7,5,White Wine
171,8.6,0.645,0.25,2.0,0.083,8.0,28.0,0.99815,3.28,0.6,10.0,6,Red Wine
4193,7.9,0.36,0.53,12.9,0.049,63.0,139.0,0.99792,2.94,0.45,9.1,5,White Wine
2332,8.7,0.24,0.35,0.6,0.042,11.0,71.0,0.9926,3.08,0.38,10.6,5,White Wine
2149,7.4,0.785,0.19,5.2,0.094,19.0,98.0,0.99713,3.16,0.52,9.6,6,Red Wine
5886,6.6,0.23,0.2,11.4,0.044,45.0,131.0,0.99604,2.96,0.51,9.7,6,White Wine
3947,6.3,0.23,0.21,5.1,0.035,29.0,142.0,0.9942,3.36,0.33,10.1,7,White Wine
829,5.3,0.31,0.38,10.5,0.031,53.0,140.0,0.99321,3.34,0.46,11.7,6,White Wine
3181,6.2,0.44,0.18,7.7,0.096,28.0,210.0,0.99771,3.56,0.72,9.2,5,White Wine
4190,8.7,0.31,0.73,14.35,0.044,27.0,191.0,1.00013,2.96,0.88,8.7,5,White Wine
1503,7.3,0.21,0.21,1.6,0.046,35.0,133.0,0.99466,3.38,0.46,10.0,6,White Wine
3521,6.8,0.18,0.28,9.8,0.039,29.0,113.0,0.99406,3.11,0.45,10.9,7,White Wine
3218,7.3,0.32,0.23,13.7,0.05,49.0,197.0,0.9985,3.2,0.46,8.7,5,White Wine
4862,6.2,0.22,0.28,2.2,0.04,24.0,125.0,0.9917,3.19,0.48,10.5,6,White Wine
3255,7.2,0.25,0.39,18.95,0.038,42.0,155.0,0.9999,2.97,0.47,9.0,6,White Wine
3011,7.4,0.26,0.3,7.9,0.049,38.0,157.0,0.9963,3.13,0.48,8.9,6,White Wine
2769,6.2,0.35,0.25,18.4,0.051,28.0,182.0,0.99946,3.13,0.62,9.3,6,White Wine
166,6.0,0.32,0.3,1.9,0.033,41.0,142.0,0.98912,3.29,0.42,12.8,7,White Wine
155,7.3,0.36,0.54,13.3,0.054,63.0,193.0,0.99864,3.06,0.49,8.6,4,White Wine
5866,7.5,0.725,0.04,1.5,0.076,8.0,15.0,0.99508,3.26,0.53,9.6,5,Red Wine
5611,8.4,0.57,0.44,10.7,0.051,46.0,195.0,0.9981,3.15,0.51,10.4,5,White Wine
5867,7.7,0.61,0.18,2.4,0.083,6.0,20.0,0.9963,3.29,0.6,10.2,6,Red Wine
1142,6.8,0.33,0.44,7.0,0.05,29.0,155.0,0.9955,3.14,0.42,9.5,5,White Wine
1723,5.9,0.65,0.23,5.0,0.035,20.0,128.0,0.99016,3.46,0.48,12.8,6,White Wine
872,7.4,0.16,0.32,1.4,0.065,23.0,140.0,0.99134,3.06,0.47,11.4,6,White Wine
